year,countrycode,pop,imm,gdppc,lngdppc
1998,LUX,0.4247,92,71471.0566928086,11.1770478452287
1998,MDG,14.808791,51,1402.25611901404,7.24583773209013
1998,MWI,10.552338,90,891.943083308236,6.79340232259379
1998,MYS,22.114654,96,14799.9975723687,9.60238229572305
1998,MDV,0.268455,98,9253.02368660251,9.13270566212931
1998,MLI,10.360561,54,1466.01300020141,7.29030175021179
1998,MLT,0.385287,60,22277.9192595831,10.0113512991766
1998,MHL,0.050356,93,2900.22551756324,7.97254377762803
1998,MRT,2.496216,62,278.423176922068,5.6291421754336
1998,MUS,1.160421,85,10393.2726280321,9.24891401313431
1998,FSM,0.108208,82,2921.18108996008,7.97974329634423
1998,MDA,3.652732,93,2837.45205924553,7.95066176622685
1998,MCO,0.031556,99,NA,NA
1998,MNG,2.355664,93,4544.35929850922,8.42164202824978
1998,MAR,28.110443,91,4470.65254681588,8.40528966058076
1998,MOZ,16.813949,64,550.464535383516,6.31076253153259
1998,MMR,45.61122,89,1046.24384606771,6.95296173989172
1998,NAM,1.731639,64,6334.10169523395,8.75370328242185
1998,NRU,0.010565,90,NA,NA
1998,NPL,23.057883,67,1429.69042709122,7.2652132152662
1998,NZL,3.815,81,26185.950866294,10.172978319451
1998,NIC,4.910647,91,3164.45726566716,8.05973683983192
1998,NER,10.545716,35,827.40717640213,6.71829692742713
1998,NGA,116.319759,38,3054.84798283445,8.02448511024796
1998,MKD,2.012057,96,7991.96950152477,8.98619250419558
1998,NOR,4.431464,91,55872.639752512,10.9308300894579
1998,OMN,2.251864,98,42064.1312563145,10.6469506673603
1998,PAK,134.843233,54,3322.00266676239,8.10832309293101
1998,PLW,0.01841,74,NA,NA
1998,PAN,2.912316,96,10357.4097538621,9.24545746079384
1998,PNG,5.581762,63,2759.12403662908,7.92266853030319
1998,PRY,5.107839,71,8635.68284204657,9.06365806586149
1998,PER,25.658062,93,6359.96261402289,8.7577777780186
1998,PHL,74.672014,80,4099.16764049087,8.31853921756774
1998,POL,38.663481,97,13324.0288134225,9.49732436183168
1998,PRT,10.160196,96,24420.9481126354,10.1031965721623
1998,QAT,0.551562,89,NA,NA
1998,ROU,22.507344,97,10178.2107719452,9.22800451551612
1998,RWA,6.962802,72,810.147986087785,6.69721692985289
1998,WSM,0.172839,99,3999.9432361181,8.29403544903086
1998,SMR,0.02684,99,69393.4824158217,11.1475482287681
1998,STP,0.137848,59,NA,NA
1998,SEN,9.347774,62,2309.09191595259,7.74460961625062
1998,SRB,7.567745,88,8327.22669327029,9.02728574974784
1998,SYC,0.078846,93,18360.9216606183,9.81797986229462
1998,SGP,3.927213,96,46580.9510093269,10.7489469599179
1998,SVK,5.390516,99,15445.1403959532,9.64504969536985
1998,SVN,1.981629,93,20800.0059679542,9.94270855261024
1998,SLB,0.390693,66,2248.7957185143,7.71815011569256
1998,SOM,8.235064,32,NA,NA
1998,ZAF,43.68226,79,9358.95415451751,9.14408882760028
1998,LKA,18.564599,94,5071.32827023095,8.53135804851167
1998,KNA,0.043221,99,19676.5257124144,9.88718161601807
1998,LCA,0.153021,90,10634.3564342709,9.27184521186544
1998,VCT,0.107801,99,7243.25523956147,8.88782600305551
1998,SDN,26.015521,49,2235.16419006814,7.71206996746712
1998,SUR,0.459831,82,9971.4444873644,9.2074807358479
1998,SWE,8.850974,94,33797.6954291974,10.4281478965784
1998,SYR,15.599591,87,NA,NA
1998,TJK,6.027388,83,1088.18211285093,6.99226379654394
1998,TZA,31.924196,72,1497.76938446594,7.31173220327116
1998,THA,61.585103,96,8599.98755242049,9.05951603484758
1998,TGO,4.632446,40,1291.64447036698,7.16367146873967
1998,TON,0.097032,95,4331.74942521121,8.3737267636989
1998,TTO,1.261695,90,15946.7400533341,9.67700970195255
1998,TUN,9.509857,94,6956.09981732817,8.84737422518838
1998,TKM,4.413479,99,4441.33264263799,8.39870975513013
1998,TUV,0.009332,96,3151.50248514357,8.05563459751182
1998,UGA,22.29078,50,1015.82292170738,6.92345432329013
1998,UKR,50.143939,96,4451.54794416577,8.40100716729511
1998,ARE,2.813214,95,100904.474777361,11.5219295539942
1998,URY,3.291053,96,13510.5640050444,9.51122717731042
1998,UZB,24.051,95,2384.41057162751,7.77670723299955
1998,VUT,0.177987,64,2761.79570209549,7.92363636385317
1998,VEN,23.288564,92,15544.778403732,9.65148006724374
1998,VNM,78.11571,96,2353.55571497582,7.76368253380332
1998,YEM,16.45031,66,3839.68806385577,8.25314640891127
1998,ZMB,9.866476,86,2064.46765113577,7.63262767609986
1998,ZWE,11.747072,79,3099.07618176202,8.03885934017744
1999,ARG,36.467218,97,15261.4419922845,9.63308479528133
1999,AUS,18.926,88,34461.6780911452,10.4476032056794
1999,BRA,172.318675,99,11080.4243305743,9.3129352565512
1999,CHN,1252.735,84,3428.06317190652,8.13975070775864
1999,FRA,60.496718,83,33624.3541976046,10.4230059107005
1999,DEU,82.100243,92,35755.2993074406,10.4844537695128
1999,IND,1038.058156,56,2656.57228112456,7.88479195467746
1999,IDN,208.615169,77,5611.14713274518,8.63251045760379
1999,ITA,56.916317,70,35244.7565357214,10.4700720464162
1999,JPN,126.631,95,33010.9809171096,10.4045955401619
1999,KOR,46.616677,90,19216.1414689039,9.86350590632971
1999,MEX,97.484832,94,15593.3938542284,9.65460263266572
1999,NLD,15.812088,96,40613.9359968284,10.611866537846
1999,RUS,147.214392,97,12719.8928946552,9.45092241662715
1999,SAU,20.194527,92,41928.0744849456,10.6437109169769
1999,ESP,40.386875,95,28589.3085949046,10.2607881015648
1999,CHE,7.143991,82,49128.0335737854,10.8021850994031
1999,TUR,62.287397,82,13197.7409442683,9.48780095334251
1999,GBR,58.682466,88,32159.6954685843,10.3784692539876
1999,USA,279.04,92,44342.0016103341,10.6996876244684
1999,AFG,20.170844,31,NA,NA
1999,ALB,3.108778,85,5056.56713519172,8.52844310026224
1999,DZA,30.623406,83,10015.2609620308,9.21186530487784
1999,AND,0.06437,97,NA,NA
1999,AGO,15.866869,42,3902.77419566238,8.26944291146201
1999,ATG,0.074674,99,19837.1773450396,9.89531309980205
1999,ARM,3.089022,92,2744.4257626029,7.91732713810794
1999,AUT,7.992324,65,37666.411617272,10.5365240377806
1999,AZE,7.98275,68,4177.98970781258,8.33758547868901
1999,BHS,0.294062,86,32088.7824995024,10.3762617932004
1999,BHR,0.636541,94,44562.6198297107,10.7046506661788
1999,BGD,125.189651,71,1639.03069871163,7.40186030871585
1999,BRB,0.270451,86,14793.1817343137,9.60192165997284
1999,BLR,10.026738,98,7125.52295663578,8.87143839986596
1999,BEL,10.226419,82,35971.8519385873,10.4904920210076
1999,BLZ,0.238988,82,6367.02700651484,8.75888792164692
1999,BEN,6.664098,69,1621.90086797704,7.39135411565414
1999,BTN,0.577881,77,3283.76691116821,8.09674649094255
1999,BOL,8.257066,79,4347.28987161212,8.37730791190615
1999,BIH,3.743354,83,6032.38232399139,8.70489729030377
1999,BWA,1.610264,90,10725.1016961059,9.28034222590566
1999,BRN,0.32621,94,81495.8832320835,11.3083077854634
1999,BGR,8.210624,96,8390.06786411958,9.03480388811979
1999,BFA,11.282701,36,1086.61619839277,6.99082374141729
1999,BDI,6.267124,70,737.090825634833,6.60271112154993
1999,CPV,0.420452,85,3472.60473563799,8.15266023562448
1999,KHM,11.886458,63,1278.93731717845,7.15378479113504
1999,CMR,15.112592,46,2541.31857709007,7.84043835015251
1999,CAN,30.401286,96,36018.6570179797,10.4917923336923
1999,CAF,3.558014,37,892.450885743177,6.79397148215996
1999,TCD,8.053536,30,1037.95675803481,6.94500940393208
1999,CHL,15.1628,94,13681.0148840918,9.5237643758584
1999,COL,38.999471,79,8306.28933707,9.02476825829022
1999,COM,0.528848,69,2209.80740258133,7.70066064256093
1999,COD,45.919613,15,631.23387406596,6.44767643422914
1999,COG,3.038433,23,4421.3506774479,8.39420051152374
1999,CRI,3.88543,88,9611.58918248961,9.17072485587739
1999,CIV,16.032573,57,3132.63849844422,8.04963089918285
1999,HRV,4.512597,92,14876.8318283466,9.60756037095586
1999,CUB,11.08467,96,NA,NA
1999,CYP,0.926046,87,28011.1537174725,10.2403580568908
1999,CZE,10.28386,97,20269.6986562541,9.91688237284585
1999,DNK,5.321799,92,40945.2792350717,10.619991801441
1999,DJI,0.699975,23,NA,NA
1999,DMA,0.069835,99,8020.64894620731,8.98977461357299
1999,DOM,8.343283,83,8041.10343971633,8.99232159650176
1999,ECU,12.442115,99,7417.35779463855,8.91157818037871
1999,EGY,67.515591,96,7192.56779139259,8.88080352067049
1999,SLV,5.844846,94,5590.80464087379,8.62887849870159
1999,GNQ,0.58177,51,9640.70475511417,9.17374949230937
1999,ERI,2.237405,88,2628.85708744807,7.87430446320975
1999,EST,1.390244,92,14270.9983363474,9.56598466852463
1999,SWZ,0.994108,92,6127.08400834193,8.7204742238022
1999,ETH,64.343013,37,602.721798649207,6.40145572815949
1999,FJI,0.806303,79,6830.69237411608,8.82918131991837
1999,FIN,5.165474,96,33094.8384299002,10.4071326105317
1999,GAB,1.199052,55,18608.5131021788,9.83137444865702
1999,GMB,1.277133,90,1416.71577989566,7.25609664081107
1999,GEO,4.157192,76,3396.8360351214,8.13059969944236
1999,GHA,18.812359,81,2193.09750812502,7.69307021077872
1999,GRC,10.761698,88,24000.1358885311,10.0858147713362
1999,GRD,0.102432,94,9128.77929564067,9.11918726209151
1999,GTM,11.387203,83,5994.86418608525,8.69865841267376
1999,GIN,8.054743,40,1515.64566517652,7.32359680878854
1999,GNB,1.177131,70,1365.77460258736,7.21947702108931
1999,GUY,0.749674,87,4662.13626897176,8.4472290488922
1999,HTI,8.319057,54,1772.09376332631,7.47991704360617
1999,HND,6.397151,98,3163.96501115525,8.05958127040518
1999,HUN,10.23753,99,17190.3066492359,9.75210093703314
1999,ISL,0.277381,94,33779.9148800309,10.4276216705253
1999,IRN,64.80088,99,12663.4348576641,9.44647397466995
1999,IRQ,22.802064,90,12409.9178141863,9.42625125562929
1999,IRL,3.754786,77,36465.5509928768,10.5041232854886
1999,ISR,6.125,94,25535.111366793,10.1478097004113
1999,JAM,2.632675,82,7936.88460357583,8.97927610993716
1999,JOR,5.031762,83,7051.28559640558,8.86096523328191
1999,KAZ,14.928426,99,9036.15610168548,9.10898915296828
1999,KEN,31.098757,76,2143.34549272163,7.67012320166798
1999,KIR,0.082972,62,1904.5405153987,7.55199605920181
1999,PRK,22.731482,63,NA,NA
1999,KWT,1.951636,96,70176.2726446902,11.1587655363658
1999,KGZ,4.8404,99,1991.30156576925,7.59654375706937
1999,LAO,5.235346,71,2390.97603454727,7.77945694421582
1999,LVA,2.390482,97,10500.1983203396,9.25914942361864
1999,LBN,3.747766,77,10742.0939004538,9.28192531185838
1999,LSO,2.019731,77,1586.46366033555,7.369262705205
1999,LBR,2.699712,69,NA,NA
1999,LBY,5.275926,92,21463.5367973425,9.97411081142825
1999,LTU,3.524238,97,11657.8243787363,9.36373285405012
1999,LUX,0.430475,92,76492.3882500899,11.2449465148653
1999,MDG,15.282521,55,1422.09630289658,7.25988733162601
1999,MWI,10.854322,82,893.508289917431,6.79515561258378
1999,MYS,22.661298,97,15329.4411821779,9.63753051863641
1999,MDV,0.273527,97,9642.28404853622,9.17391329403551
1999,MLI,10.642936,51,1508.47635651685,7.31885538497072
1999,MLT,0.387578,67,23191.5295920234,10.0515423871957
1999,MHL,0.050423,93,2826.94130215937,7.94695059418103
1999,MRT,2.561585,62,292.244397170685,5.67759042881061
1999,MUS,1.175267,80,10529.9180390327,9.26197582153008
1999,FSM,0.107781,79,2973.33604651506,7.99743984941059
1999,MDA,3.647001,93,2746.18812076305,7.91796909117844
1999,MCO,0.031844,99,NA,NA
1999,MNG,2.376225,93,4643.35915229581,8.44319333852728
1999,MAR,28.455509,90,4462.65001028763,8.40349804127363
1999,MOZ,17.244188,67,578.718848693592,6.36081677880036
1999,MMR,46.181077,86,1146.43329818096,7.04441092195829
1999,NAM,1.763859,65,6427.9132846841,8.76840523651814
1999,NRU,0.010449,49,NA,NA
1999,NPL,23.509964,81,1464.07146241459,7.28897650645466
1999,NZL,3.8351,83,27469.8944843065,10.2208459379573
1999,NIC,4.99104,87,3332.54983282106,8.11149300552577
1999,NER,10.929918,35,793.782123108751,6.67680901944628
1999,NGA,119.260063,35,2996.93630774793,8.00534581508814
1999,MKD,2.024394,98,8287.92557468377,9.0225549845704
1999,NOR,4.461913,90,56608.5651311865,10.9439155801486
1999,OMN,2.254904,99,41954.9933851966,10.6443527366399
1999,PAK,138.624621,56,3349.65841934193,8.11661365524485
1999,PLW,0.018776,96,NA,NA
1999,PAN,2.971196,90,10549.8386186658,9.26386584197829
1999,PNG,5.716161,67,2744.2444977444,7.9172610875529
1999,PRY,5.216349,82,8340.52787786441,9.02888178805773
1999,PER,26.078293,93,6351.02055038985,8.75637079557004
1999,PHL,76.325927,80,4133.93783177295,8.32698570185407
1999,POL,38.660271,97,13943.6923689174,9.54278252506015
1999,PRT,10.217828,92,25227.3885769824,10.1356855316005
1999,QAT,0.570489,87,NA,NA
1999,ROU,22.47204,98,10155.8033844516,9.22580058309125
1999,RWA,7.501234,78,784.052076843069,6.66447544268913
1999,WSM,0.173609,91,4069.23107231614,8.31120933486708
1999,SMR,0.027145,99,74786.2650256555,11.2223895244502
1999,STP,0.139959,64,NA,NA
1999,SEN,9.568722,60,2398.95004044855,7.78278643746593
1999,SRB,7.540401,84,7342.28142883758,8.90140489468113
1999,SYC,0.08041,99,18340.8281570606,9.81688490057399
1999,SLE,4.462378,62,875.354307093973,6.77462872679178
1999,SGP,3.958723,97,48855.2557105569,10.7966172404361
1999,SVK,5.39602,99,15397.7452264693,9.64197636381653
1999,SVN,1.983045,98,21881.4361908644,9.99339389381796
1999,SLB,0.401586,99,2177.23892360262,7.68581280422617
1999,SOM,8.553601,38,NA,NA
1999,ZAF,44.338543,75,9441.71620167287,9.15289304364041
1999,LKA,18.663284,95,5261.45415535132,8.56816272291499
1999,KNA,0.043614,99,20126.9796654401,9.90981646591798
1999,LCA,0.154995,95,10779.3030173805,9.28538318721325
1999,VCT,0.107758,87,7442.58266599015,8.91497320011614
1999,SDN,26.62652,51,2242.05355656935,7.7151474912011
1999,SUR,0.465385,85,9714.50901731208,9.18137582191498
1999,SWE,8.857874,89,35286.5888056617,10.4712582502138
1999,SYR,16.013985,86,NA,NA
1999,TJK,6.119661,79,1111.42520569557,7.01339843981806
1999,TZA,32.682239,72,1534.29209947112,7.33582438066535
1999,THA,62.298571,96,8890.21088844562,9.09270605021147
1999,TGO,4.780448,57,1282.71831286754,7.15673678701651
1999,TON,0.097482,95,4479.12255933592,8.4071824489354
1999,TTO,1.263933,88,17195.9346401121,9.75242827673154
1999,TUN,9.613588,90,7297.66523928235,8.89530974574459
1999,TKM,4.466135,97,5113.14893740206,8.53957072381712
1999,TUV,0.009346,94,3097.57253855499,8.03837403164878
1999,UGA,22.95241,55,1065.99611460327,6.97166495988169
1999,UKR,49.67335,99,4484.73300625804,8.40843424234365
1999,ARE,2.966034,96,98483.1176717058,11.4976404182746
1999,URY,3.308012,99,13180.6448289943,9.4865047316696
1999,UZB,24.31165,96,2460.27724906393,7.80802932544743
1999,VUT,0.181265,62,2720.93029031426,7.90872911931294
1999,VEN,23.739841,84,14338.8314532754,9.57072662221925
1999,VNM,79.035871,94,2437.195886651,7.7986034306374
1999,YEM,16.921149,74,3873.78169544611,8.26198649117784
1999,ZMB,10.140561,85,2102.07488885045,7.65068017822873
1999,ZWE,11.822719,77,3054.06418935275,8.02422850368237
2000,ARG,36.870787,91,14975.3033216,9.61415767797718
2000,AUS,19.153,91,35392.589527158,10.4742577418171
2000,BRA,174.79034,99,11403.0670561878,9.34163763821429
2000,CHN,1262.645,84,3689.96725498637,8.21337286300776
2000,FRA,60.9125,84,34705.1410457103,10.4546431118977
2000,DEU,82.211508,92,36764.5629268974,10.5122896962664
2000,IND,1056.575549,56,2710.26396316992,7.90480131251408
2000,IDN,211.513823,76,5806.53901022441,8.6667399770348
2000,ITA,56.942108,74,36535.8187670132,10.5060483944577
2000,JPN,126.843,96,33871.858216914,10.4303398075166
2000,KOR,47.008111,95,20756.7798971433,9.94062821432129
2000,MEX,98.899845,96,16129.9603347501,9.68843371201828
2000,NLD,15.925513,96,42016.5538010419,10.6458189577335
2000,RUS,146.596557,97,14050.851335184,9.55043826617772
2000,SAU,20.663843,94,43280.8661298197,10.6754659255618
2000,ESP,40.567864,94,29967.1314474464,10.3078564415972
2000,CHE,7.18425,82,50775.9763390062,10.8351786149985
2000,TUR,63.240194,87,13862.0344313681,9.53690904634212
2000,GBR,58.892514,88,33151.6556155009,10.4088479375193
2000,USA,282.162411,91,45661.2686667505,10.7290057047777
2000,AFG,20.779953,27,NA,NA
2000,ALB,3.089027,95,5442.57871487087,8.6020082560029
2000,DZA,31.042235,80,10257.5220553035,9.23576657447767
2000,AND,0.06539,97,NA,NA
2000,AGO,16.395473,35,3892.3169253943,8.26675986994808
2000,ATG,0.076016,95,20790.9859994328,9.9422748063476
2000,ARM,3.069591,92,2924.74452135796,7.98096241272584
2000,AUT,8.011566,75,38844.404713666,10.5673193226093
2000,AZE,8.0486,67,4603.76986629071,8.43463078299095
2000,BHS,0.298051,93,32972.9406359751,10.4034425233525
2000,BHR,0.664611,98,44942.5718887191,10.7131407734903
2000,BGD,127.657854,74,1692.42211846311,7.43391598804857
2000,BRB,0.271515,94,15391.3786328451,9.6415628026029
2000,BLR,9.97961,98,7574.4049979219,8.93253007916338
2000,BEL,10.25125,82,37188.6394500032,10.5237586024909
2000,BLZ,0.247315,96,6953.70092605265,8.84702930417282
2000,BEN,6.865951,70,1666.46746353098,7.41846137372341
2000,BTN,0.591021,78,3433.36262512061,8.14129541710175
2000,BOL,8.418264,84,4370.97939244791,8.38274238024408
2000,BIH,3.751176,80,6350.89274352131,8.75635067153587
2000,BWA,1.643334,91,10718.1650867188,9.27969525269031
2000,BRN,0.333165,99,82068.2976162848,11.3153070773391
2000,BGR,8.170172,89,8833.43977161349,9.08629977285023
2000,BFA,11.607942,48,1075.39533703334,6.98044362833618
2000,BDI,6.378871,72,717.973021535117,6.57643199387866
2000,CPV,0.428188,86,3896.96062789052,8.2679522021033
2000,KHM,12.155239,65,1384.62730948334,7.23318629178431
2000,CMR,15.513945,49,2563.53987243004,7.84914434500568
2000,CAN,30.68573,96,37534.1731329893,10.5330070805381
2000,CAF,3.640427,36,850.533326019012,6.7458635951
2000,TCD,8.355654,28,991.626463522323,6.89934648750392
2000,CHL,15.342353,97,14241.1549463274,9.56389128745849
2000,COL,39.629968,88,8413.2218436793,9.03755977635557
2000,COM,0.542357,70,2388.51199501145,7.77842585480252
2000,COD,47.105826,46,572.81264458686,6.35055869044968
2000,COG,3.127411,34,4620.9894788906,8.43836413406408
2000,CRI,3.962372,82,9786.22377290454,9.18873093822411
2000,CIV,16.454668,68,2989.1467200384,8.00274324774313
2000,HRV,4.468302,93,15591.1161556053,9.65445655381911
2000,CUB,11.12643,94,NA,NA
2000,CYP,0.94329,86,29368.0612158564,10.2876630096153
2000,CZE,10.255063,97,21193.9017140583,9.96146876428222
2000,DNK,5.339616,99,42337.7143693512,10.6534335604578
2000,DJI,0.717584,50,NA,NA
2000,DMA,0.06965,99,8230.09497896514,9.01555283418352
2000,DOM,8.471321,85,8288.75930039353,9.02265557473264
2000,ECU,12.681123,99,7357.01513726519,8.90340957746246
2000,EGY,68.831561,98,7504.4625312745,8.92325312674954
2000,SLV,5.887936,97,5612.38407144055,8.63273087641456
2000,GNQ,0.606181,51,10937.6970387747,9.29997054547729
2000,ERI,2.292416,76,2485.15631856786,7.81809084140858
2000,EST,1.396985,93,15703.0274678557,9.66160880509413
2000,SWZ,1.005435,92,6164.69002760755,8.726593134952
2000,ETH,66.224804,36,621.159817123854,6.43158840329025
2000,FJI,0.811006,81,6675.63310495267,8.80621932595466
2000,FIN,5.176209,96,34887.1787990067,10.4598746710378
2000,GAB,1.22836,55,17822.4922378501,9.78821654746637
2000,GMB,1.317703,89,1448.61768608087,7.27836506077193
2000,GEO,4.077131,73,3527.21002564036,8.16826247641901
2000,GHA,19.278856,90,2219.2115110036,7.70490723655306
2000,GRC,10.805808,89,24839.0759062479,10.1201733335135
2000,GRD,0.102833,92,9537.6517331476,9.16300258457732
2000,GTM,11.650743,86,6070.71327088601,8.71123138470955
2000,GIN,8.24073,42,1518.52000458417,7.32549145831024
2000,GNB,1.201301,71,1410.92454107266,7.25200047138141
2000,GUY,0.746715,86,4616.77651543494,8.43745201662133
2000,HTI,8.463806,55,1756.94178939272,7.47132995695683
2000,HND,6.574509,98,3303.08241240925,8.10261137585435
2000,HUN,10.210971,99,17960.4720463647,9.79592862471596
2000,ISL,0.281205,91,34950.4607335363,10.4616869302227
2000,IRN,65.623405,99,13237.2454314066,9.49078975885839
2000,IRQ,23.497585,86,12211.9641770392,9.41017142042754
2000,IRL,3.805174,79,39385.2643411204,10.5811470238356
2000,ISR,6.289,95,26788.9873181663,10.1957461610838
2000,JAM,2.654701,88,7940.19547531459,8.97969317299539
2000,JOR,5.122493,94,7220.4337409273,8.88467030500312
2000,KAZ,14.883626,99,9951.56390551725,9.20548499423561
2000,KEN,31.964557,78,2097.79568949405,7.64864240075089
2000,KIR,0.084396,80,1989.43085716609,7.59560387538826
2000,PRK,22.929075,78,NA,NA
2000,KWT,2.045123,99,70112.2480116147,11.1578527797522
